name,accords,longevity,sillage,gender,price-value,winter,spring,summer,fall,day,night,votes,rating,top notes,middle notes,base notes
Incanto I Profumi di Firenze for women,"{'floral': 66.2068, 'soft spicy': 61.3793, 'green': 58.9654, 'powdery': 54.138, 'fresh spicy': 54.138, 'iris': 49.3102, 'yellow floral': 49.3102}","{'intimate': 1, 'moderate': 0, 'strong': 3, 'enormous': 1}",,"{'female': 1, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}",,0.0,100.0,0.0,0.0,0.0,0.0,6,4.5,,"['pink tulip', 'Anemona', 'Iris', 'Narcissus', 'Orchid', 'Water Lily', 'Camelia']",
Black Diamond Canali for men,"{'woody': 99.6374, 'white floral': 87.8085, 'powdery': 82.4669, 'fruity': 76.2662, 'fresh': 73.8813, 'leather': 70.5521, 'citrus': 69.3974, 'aromatic': 68.8728, 'sweet': 68.1574, 'violet': 68.1574}","{'intimate': 12, 'moderate': 19, 'strong': 10, 'enormous': 19}",{},"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 4, 'male': 10}",,89.1304,36.9565,30.4348,80.4348,47.8261,100.0,155,4.23,"['Nutmeg', 'Coriander', 'Pineapple', 'Melon', 'Cedar', 'Apple', 'Mandarin Orange', 'Bergamot']","['Violet', 'Jasmine', 'Orange Blossom', 'Lily-of-the-Valley', 'Neroli']","['Leather', 'Sandalwood', 'Peach', 'Cedar', 'Amber', 'Teak Wood', 'Tonka Bean', 'Musk', 'Vetiver']"
GF Ferre Bluemusk Gianfranco Ferre for women and men,"{'musky': 98.4085, 'citrus': 97.2948, 'woody': 96.4998, 'aromatic': 94.5904, 'powdery': 85.6814, 'lavender': 74.8637, 'fruity': 74.545, 'fresh spicy': 65.0, 'violet': 60.943, 'floral': 60.943}",,,"{'female': 0, 'more female': 0, 'unisex': 3, 'more male': 5, 'male': 4}",,36.1702,87.234,93.617,55.3191,100.0,29.7872,112,3.69,"['Musk', 'Bergamot', 'Black Currant', 'Melon', 'Tangerine', 'Pineapple']","['Musk', 'Lavender', 'Violet', 'Jasmine']","['Vetiver', 'Patchouli', 'Ambergris', 'Mahogany']"
Colonia Intensa Acqua di Parma for men,"{'citrus': 95.8157, 'warm spicy': 73.7715, 'aromatic': 60.6295, 'woody': 57.4281, 'fresh spicy': 52.5529, 'leather': 49.309, 'fresh': 48.1764, 'herbal': 46.9864, 'amber': 46.9864}","{'very weak': 55, 'weak': 139, 'moderate': 458, 'long lasting': 269, 'eternal': 37}","{'intimate': 210, 'moderate': 620, 'strong': 172, 'enormous': 98}","{'female': 6, 'more female': 1, 'unisex': 81, 'more male': 202, 'male': 306}",,17.7907,94.0698,95.4651,54.186,100.0,35.6977,"1,922",4.26,"['Calabrian bergamot', 'Ginger', 'Cardamom', 'Sicilian Lemon']","['Neroli', 'Artemisia', 'Myrtle']","['Leather', 'Cedar', 'Benzoin', 'Musk', 'Patchouli']"
Infusion d'Iris Prada for women,"{'iris': 97.2409, 'woody': 79.219, 'amber': 78.0193, 'powdery': 76.5824, 'citrus': 70.19, 'earthy': 69.0972, 'aromatic': 68.1461, 'balsamic': 64.9997, 'violet': 61.6978, 'white floral': 61.6978}","{'very weak': 227, 'weak': 409, 'moderate': 1325, 'long lasting': 590, 'eternal': 219}","{'intimate': 884, 'moderate': 1461, 'strong': 450, 'enormous': 323}","{'female': 492, 'more female': 317, 'unisex': 438, 'more male': 12, 'male': 8}","{'way overpriced': 86, 'overpriced': 291, 'ok': 538, 'good value': 105, 'great value': 35}",32.1636,87.397,59.6582,48.459,100.0,24.3821,"10,067",4.11,"['African Orange Flower', 'Neroli', 'Orange', 'Mandarin Orange']","['Iris', 'Galbanum', 'Mastic or Lentisque']","['Virginia Cedar', 'Incense', 'Benzoin', 'Vetiver']"
Moschino Funny! Moschino for women,"{'citrus': 98.7616, 'fresh': 63.3827, 'green': 62.7837, 'soft spicy': 58.2714, 'fruity': 52.7771, 'woody': 52.6085, 'floral': 47.9157, 'sweet': 47.5564, 'musky': 46.1771, 'powdery': 46.1771}","{'very weak': 175, 'weak': 515, 'moderate': 1131, 'long lasting': 331, 'eternal': 123}","{'intimate': 509, 'moderate': 1331, 'strong': 381, 'enormous': 187}","{'female': 705, 'more female': 239, 'unisex': 154, 'more male': 7, 'male': 6}",,11.9911,63.8677,97.3919,13.4542,100.0,8.14249,"6,811",3.99,"['Bitter Orange', 'Red Currant', 'Pink Pepper']","['Green Tea', 'Peony', 'Jasmine', 'Violet']","['Cedar', 'Musk', 'Oakmoss', 'Amber']"
Missoni Acqua Missoni for women,"{'floral': 88.8915, 'fresh': 81.5011, 'citrus': 75.5446, 'white floral': 62.7131, 'ozonic': 59.0099, 'green': 58.0397, 'aquatic': 53.7623, 'violet': 53.1287, 'yellow floral': 52.2971, 'powdery': 52.2971}","{'very weak': 3, 'weak': 7, 'moderate': 23, 'long lasting': 28, 'eternal': 6}","{'intimate': 18, 'moderate': 43, 'strong': 14, 'enormous': 16}","{'female': 13, 'more female': 2, 'unisex': 5, 'more male': 0, 'male': 0}",,7.0922,40.4255,95.0355,14.1844,100.0,20.5674,339,3.76,"['Melon', 'Narcissus', 'Grapefruit', 'Bergamot']","['Lily-of-the-Valley', 'Freesia', 'Peony', 'Violet']","['Jasmine', 'Tuscan Iris']"
Ferrari Light Essence Ferrari for men,"{'citrus': 69.0873, 'fruity': 66.6442, 'white floral': 64.7649, 'fresh': 55.3691, 'floral': 50.812, 'green': 47.2886, 'woody': 45.5034, 'aromatic': 45.5034}","{'intimate': 72, 'moderate': 95, 'strong': 19, 'enormous': 16}",,"{'female': 0, 'more female': 4, 'unisex': 53, 'more male': 23, 'male': 20}",,4.73934,56.872,100.0,14.218,95.7346,11.3744,359,4.04,,"['Lemon', 'Green Apple', 'Orange Blossom', 'Freesia', 'Teak Wood']",
Emporio Armani Red Pour Lui (White) Giorgio Armani for men,"{'fresh spicy': 96.4138, 'citrus': 83.4631, 'aromatic': 46.6033, 'fresh': 45.9394, 'woody': 45.9394}","{'intimate': 3, 'moderate': 24, 'strong': 6, 'enormous': 9}",{},"{'female': 2, 'more female': 0, 'unisex': 1, 'more male': 3, 'male': 4}",,26.6667,93.3333,100.0,43.3333,96.6667,30.0,103,4.3,"['Citruses', 'Bergamot']","['Caraway', 'Rosemary']",
Numero Uno Carthusia for men,"{'woody': 89.024, 'aromatic': 76.4237, 'citrus': 69.5595, 'amber': 59.9765, 'fresh spicy': 56.8923, 'sweet': 53.4439, 'herbal': 52.7806, 'camphor': 51.1892, 'powdery': 49.8297, 'musky': 49.8297}","{'very weak': 5, 'weak': 1, 'moderate': 31, 'long lasting': 54, 'eternal': 25}","{'intimate': 11, 'moderate': 49, 'strong': 58, 'enormous': 34}","{'female': 2, 'more female': 0, 'unisex': 11, 'more male': 22, 'male': 29}",,47.2973,100.0,74.3243,86.4865,100.0,58.1081,229,4.06,"['Eucalyptus', 'Orange', 'Bergamot']","['Violet', 'Artemisia', 'Thyme', 'Ylang-Ylang', 'Patchouli', 'Litsea Cubeba']","['Myrrh', 'Vetiver', 'Musk', 'Woody Notes', 'Labdanum']"
Sweet Sugar Il Profumiere for women and men,{'sweet': 100.0},"{'intimate': 0, 'moderate': 1, 'strong': 1, 'enormous': 1}",,"{'female': 1, 'more female': 0, 'unisex': 2, 'more male': 0, 'male': 0}",,100.0,50.0,0.0,100.0,50.0,100.0,3,4.67,,['Brown sugar'],
Cerruti 1881 Lumieres d'Ete Cerruti for women,"{'floral': 92.8071, 'citrus': 74.8251, 'rose': 61.2731, 'patchouli': 58.1457, 'musky': 54.8622, 'fruity': 53.3509, 'fresh': 51.6826, 'powdery': 51.1616, 'woody': 45.6365, 'warm spicy': 45.6365}",,,"{'female': 1, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}",,19.2308,65.3846,92.3077,23.0769,100.0,23.0769,76,4.0,"['Mandarin Orange', 'Peach', 'Bergamot']","['Rose', 'Peony', 'Magnolia']","['Patchouli', 'White Musk']"
Max Mara Silk Touch Max Mara for women,"{'floral': 87.1101, 'fruity': 48.6248, 'musky': 45.3978, 'powdery': 45.2688, 'fresh': 45.2688}","{'intimate': 46, 'moderate': 97, 'strong': 31, 'enormous': 33}",,"{'female': 37, 'more female': 5, 'unisex': 1, 'more male': 0, 'male': 0}",,15.6584,78.6477,80.7829,28.8256,100.0,12.8114,680,3.94,"['Barberry', 'Cherry Blossom']","['Silkwood Blossom', 'Jasmine']","['Musk', 'Cedar']"
Miele Amaro Il Profumiere for women,"{'fruity': 79.25, 'fresh spicy': 75.0, 'almond': 68.7501, 'sweet': 67.5002, 'honey': 57.4999, 'cinnamon': 57.0003, 'amber': 55.0, 'vanilla': 51.9999, 'warm spicy': 47.2499, 'floral': 47.2499}","{'intimate': 3, 'moderate': 3, 'strong': 4, 'enormous': 4}",,"{'female': 2, 'more female': 1, 'unisex': 4, 'more male': 0, 'male': 0}",,100.0,25.0,12.5,75.0,62.5,62.5,17,3.94,,"['Amaretto', 'Honey', 'Fruity Notes', 'Nutmeg', 'Resins', 'Mace', 'Cinnamon', 'Vanilla', 'Green Notes']",
Dark Extacy La Perla for women,"{'sweet': 73.1854, 'chocolate': 56.991, 'warm spicy': 53.9919, 'vanilla': 46.371, 'soft spicy': 46.1946, 'cacao': 44.9597, 'lactonic': 44.9597}","{'intimate': 15, 'moderate': 25, 'strong': 12, 'enormous': 24}",,"{'female': 4, 'more female': 3, 'unisex': 8, 'more male': 1, 'male': 0}",,100.0,28.8889,17.7778,100.0,100.0,71.1111,160,4.24,,"['Mexican chocolate', 'Praline', 'Vanille', 'Licorice', 'Woodsy Notes', 'Rose']",
Elle Xerjoff for women,"{'amber': 72.8158, 'citrus': 64.4562, 'woody': 58.5438, 'white floral': 56.6747, 'balsamic': 54.9079, 'powdery': 53.4468, 'iris': 52.4272, 'leather': 52.1553, 'sweet': 49.3689, 'warm spicy': 49.3689}","{'very weak': 8, 'weak': 14, 'moderate': 39, 'long lasting': 44, 'eternal': 36}","{'intimate': 31, 'moderate': 66, 'strong': 45, 'enormous': 41}","{'female': 67, 'more female': 15, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 32, 'overpriced': 25, 'ok': 22, 'good value': 3, 'great value': 3}",63.3333,86.6667,65.5556,81.1111,100.0,50.0,349,4.19,"['Citruses', 'African Orange Flower', 'Galbanum']","['Iris', 'Birch', 'Woodsy Notes', 'Patchouli']","['Benzoin', 'Opoponax', 'Musk', 'Amber']"
Tuscan Leather Tom Ford for women and men,"{'leather': 55.629, 'fruity': 55.1586, 'animalic': 47.9403, 'sweet': 47.4914, 'amber': 44.8239, 'smoky': 44.3158, 'warm spicy': 44.3158}","{'very weak': 104, 'weak': 149, 'moderate': 631, 'long lasting': 1523, 'eternal': 1235}","{'intimate': 272, 'moderate': 1211, 'strong': 1851, 'enormous': 702}","{'female': 23, 'more female': 27, 'unisex': 575, 'more male': 586, 'male': 837}","{'way overpriced': 442, 'overpriced': 697, 'ok': 531, 'good value': 98, 'great value': 38}",99.1707,36.9385,14.7547,100.0,55.5978,95.4388,"8,495",4.28,"['Raspberry', 'Saffron', 'Thyme']","['Olibanum', 'Jasmine']","['Leather', 'Suede', 'Woody Notes', 'Amber']"
Narciso Rodriguez Musc for Her Narciso Rodriguez for women,"{'musky': 74.9751, 'powdery': 72.0001, 'white floral': 71.51, 'woody': 68.4302, 'floral': 64.16, 'fruity': 55.8998, 'amber': 54.0801, 'animalic': 53.6599, 'sweet': 50.9998, 'citrus': 50.9998}","{'very weak': 16, 'weak': 15, 'moderate': 48, 'long lasting': 25, 'eternal': 18}","{'intimate': 36, 'moderate': 54, 'strong': 44, 'enormous': 31}","{'female': 34, 'more female': 20, 'unisex': 6, 'more male': 2, 'male': 0}","{'way overpriced': 6, 'overpriced': 7, 'ok': 24, 'good value': 13, 'great value': 0}",80.0,84.0,51.0,84.0,90.0,100.0,441,4.16,,"['Musk', 'Osmanthus', 'Orange Blossom', 'Woodsy Notes', 'Amber', 'Vanilla', 'Vetiver']",
Sugar Lychee Fresh for women and men,"{'citrus': 61.5244, 'fruity': 57.0211, 'tropical': 56.4335, 'fresh': 52.4048, 'floral': 52.3706, 'aromatic': 45.909, 'amber': 45.909}","{'very weak': 21, 'weak': 49, 'moderate': 56, 'long lasting': 4, 'eternal': 1}",{},"{'female': 47, 'more female': 29, 'unisex': 11, 'more male': 0, 'male': 0}",,16.5468,82.0144,97.1223,12.2302,100.0,10.0719,396,4.03,"['Amalfi Lemon', 'Grapefruit', 'Lime Blossom']","['Litchi', 'Freesia', 'Lotus']","['Tonka Bean', 'Amber', 'Sandalwood']"
Pure Vanilla Lavanila Laboratories for women,"{'vanilla': 56.5606, 'powdery': 47.2338, 'sweet': 44.5656, 'patchouli': 44.5656}","{'very weak': 4, 'weak': 21, 'moderate': 109, 'long lasting': 69, 'eternal': 24}","{'intimate': 37, 'moderate': 144, 'strong': 49, 'enormous': 30}","{'female': 61, 'more female': 48, 'unisex': 18, 'more male': 0, 'male': 1}",,95.7806,51.8987,33.7553,93.2489,100.0,59.0717,744,4.16,,"['Madagascar Vanilla', 'Tonka Bean', 'Heliotrope', 'Patchouli', 'Freesia']",
Delicious Cotton Candy Gale Hayman for women,"{'sweet': 61.0749, 'caramel': 54.3331, 'vanilla': 46.8159, 'fruity': 46.8159}","{'intimate': 28, 'moderate': 130, 'strong': 57, 'enormous': 40}",,"{'female': 74, 'more female': 4, 'unisex': 2, 'more male': 0, 'male': 1}",,60.3448,60.9195,59.1954,63.7931,100.0,46.5517,645,4.05,,"['Cotton Candy', 'Sugar', 'Vanille', 'Caramel', 'Big Strawberry', 'Licorice', 'Musk', 'Plum', 'Fig Leaf', 'Clementine', 'Orange', 'Bergamot', 'Lily-of-the-Valley', 'Virginia Cedar']",
Azuree Soleil Eau Fraiche Skinscent Estée Lauder for women,"{'coconut': 97.0299, 'white floral': 93.339, 'citrus': 80.6121, 'sweet': 72.6746, 'lactonic': 61.3091, 'woody': 60.3334, 'amber': 58.4239, 'caramel': 57.5969, 'floral': 51.0001, 'vanilla': 51.0001}","{'very weak': 7, 'weak': 25, 'moderate': 25, 'long lasting': 20, 'eternal': 10}","{'intimate': 22, 'moderate': 42, 'strong': 29, 'enormous': 31}","{'female': 18, 'more female': 9, 'unisex': 3, 'more male': 2, 'male': 0}","{'way overpriced': 1, 'overpriced': 1, 'ok': 15, 'good value': 6, 'great value': 0}",9.85915,28.169,100.0,11.2676,98.5915,26.7606,336,4.47,"['Mandarin Orange', 'Sicilian Bergamot']","['Gardenia', 'Magnolia', 'Myrrh', 'Orange Blossom', 'Jasmine']","['Coconut', 'Caramel', 'Sandalwood', 'Amber', 'Vetiver']"
Tom Ford for Men Tom Ford for men,"{'citrus': 63.0947, 'warm spicy': 60.4418, 'woody': 60.092, 'fresh spicy': 59.023, 'aromatic': 51.4398, 'tobacco': 47.648, 'earthy': 47.5588, 'amber': 46.9099, 'fresh': 45.5996, 'sweet': 45.5996}","{'very weak': 109, 'weak': 266, 'moderate': 498, 'long lasting': 151, 'eternal': 42}","{'intimate': 382, 'moderate': 533, 'strong': 179, 'enormous': 140}","{'female': 7, 'more female': 1, 'unisex': 49, 'more male': 119, 'male': 329}","{'way overpriced': 67, 'overpriced': 140, 'ok': 197, 'good value': 38, 'great value': 15}",51.186,87.2659,64.6692,91.7603,100.0,57.8027,"2,308",4.04,"['Lemon Leaf Oil', 'Ginger', 'Mandarin Orange', 'Bergamot', 'Basil', 'Violet Leaf']","['Tobacco Leaf', 'Pepper', 'Tunisian Orange Blossom', 'Grapefruit blossom']","['Amber', 'Cedar', 'Vetiver', 'Virginian Patchouli', 'Oakmoss', 'Leather', 'Cypriol Oil or Nagarmotha']"
Man Calvin Klein for men,"{'fresh spicy': 81.1588, 'woody': 78.0849, 'aromatic': 58.9307, 'ozonic': 57.6074, 'citrus': 54.5764, 'amber': 53.7936, 'green': 51.3174, 'aquatic': 47.7029, 'smoky': 47.1406, 'powdery': 47.1406}","{'intimate': 157, 'moderate': 330, 'strong': 66, 'enormous': 35}",,"{'female': 0, 'more female': 0, 'unisex': 15, 'more male': 76, 'male': 192}",,61.6279,90.9302,58.1395,93.9535,100.0,78.8372,"1,198",3.63,"['Violet Leaf', 'Mandarin Orange', 'Rosemary', 'Bergamot']","['Bay Leaf', 'Incense', 'Nutmeg', 'Mint']","['Cypress', 'Sandalwood', 'Guaiac Wood', 'Musk', 'Amber']"
CK IN2U for Him Calvin Klein for men,"{'aromatic': 80.6602, 'citrus': 75.2144, 'cacao': 71.8581, 'woody': 57.1287, 'warm spicy': 56.8752, 'green': 56.774, 'fresh spicy': 53.9369, 'musky': 47.5916, 'powdery': 47.5916}","{'intimate': 609, 'moderate': 646, 'strong': 106, 'enormous': 56}",,"{'female': 3, 'more female': 6, 'unisex': 140, 'more male': 424, 'male': 339}",,14.4182,75.2108,88.7015,29.511,100.0,21.5008,"2,315",3.56,"['Lemon', 'Tomato Leaf']",['Cacao Pod'],"['Cedar', 'White Musk', 'Vetiver']"
Surreal Garden Avon for women,"{'green': 73.7094, 'floral': 68.0463, 'white floral': 58.944, 'patchouli': 57.6224, 'woody': 51.3096, 'earthy': 47.4082, 'citrus': 44.472, 'warm spicy': 44.472}","{'intimate': 39, 'moderate': 140, 'strong': 61, 'enormous': 28}",,"{'female': 37, 'more female': 26, 'unisex': 67, 'more male': 1, 'male': 0}",,25.0,78.8462,70.7692,37.3077,100.0,40.3846,587,3.65,"['Green Leaves', 'Lime', 'Freesia', 'Pea']","['Water Lily', 'Gardenia', 'Lady of the Night Flower', 'Hyacinth', 'Jasmine']","['Patchouli', 'Vetiver', 'Musk']"
Sea Island Cotton Bath & Body Works for women,"{'powdery': 63.767, 'floral': 59.311, 'white floral': 56.6069, 'marine': 55.7416, 'musky': 49.1871, 'green': 47.5865, 'fresh': 47.2187, 'aromatic': 47.2187}","{'very weak': 14, 'weak': 26, 'moderate': 49, 'long lasting': 15, 'eternal': 7}","{'intimate': 44, 'moderate': 51, 'strong': 16, 'enormous': 19}","{'female': 15, 'more female': 8, 'unisex': 26, 'more male': 0, 'male': 0}",,19.7309,77.13,83.4081,27.8027,100.0,22.4215,584,4.03,"['Cotton Flower', 'Sea Notes', 'Green Notes', 'Pear', 'Blood Orange', 'Tangerine']","['Lily-of-the-Valley', 'Freesia', 'Orange Blossom', 'Cyclamen', 'Jasmine']","['Musk', 'Powdery Notes', 'Sandalwood', 'Vanilla']"
Clean Shower Fresh Clean for women,"{'citrus': 82.6569, 'white floral': 52.1272, 'musky': 46.8615, 'fresh': 44.9008, 'sweet': 44.9008}","{'intimate': 54, 'moderate': 74, 'strong': 26, 'enormous': 23}",,"{'female': 15, 'more female': 18, 'unisex': 34, 'more male': 2, 'male': 0}",,15.5844,63.2035,79.6537,17.7489,100.0,9.09091,638,3.48,"['Lemon', 'Mandarin Orange', 'Orange']","['Orange Blossom', 'Lily-of-the-Valley', 'Jasmine']","['Musk', 'Woody Notes']"
Oud Wood Tom Ford for women and men,"{'woody': 77.9974, 'oud': 77.0695, 'warm spicy': 63.8717, 'aromatic': 60.315, 'vanilla': 58.7501, 'balsamic': 56.9532, 'fresh spicy': 53.3203, 'amber': 52.1545, 'powdery': 51.4969, 'sweet': 51.4969}","{'very weak': 358, 'weak': 740, 'moderate': 2952, 'long lasting': 2155, 'eternal': 487}","{'intimate': 1235, 'moderate': 3927, 'strong': 1333, 'enormous': 456}","{'female': 38, 'more female': 40, 'unisex': 1201, 'more male': 1821, 'male': 2071}","{'way overpriced': 1579, 'overpriced': 1850, 'ok': 1001, 'good value': 168, 'great value': 83}",95.0372,53.2342,23.2528,100.0,66.0223,89.9628,"12,530",4.33,,"['Agarwood (Oud)', 'Brazilian Rosewood', 'Cardamom', 'Sandalwood', 'Sichuan Pepper', 'Vanilla', 'Vetiver', 'Tonka Bean', 'Amber']",
Mediterranean Elizabeth Arden for women,"{'floral': 76.5604, 'fruity': 65.2461, 'citrus': 63.0535, 'powdery': 62.1554, 'sweet': 53.8865, 'musky': 48.0516, 'woody': 44.9062, 'fresh': 44.9062}","{'intimate': 117, 'moderate': 233, 'strong': 79, 'enormous': 61}",,"{'female': 77, 'more female': 34, 'unisex': 33, 'more male': 1, 'male': 4}",,16.085,51.4416,90.8953,20.0303,100.0,20.3338,"1,686",3.55,"['Plum', 'Sicilian Mandarin', 'Peach']","['Wisteria', 'Magnolia', 'Orchid']","['Musk', 'Sandalwood', 'Amber']"
Guess Gold Guess for women,"{'woody': 90.3138, 'fruity': 82.4883, 'amber': 79.8163, 'floral': 70.6547, 'fresh': 68.3641, 'aromatic': 66.646, 'sweet': 66.5987, 'green': 61.3019, 'earthy': 60.0612, 'rose': 60.0612}","{'intimate': 30, 'moderate': 101, 'strong': 60, 'enormous': 17}",,"{'female': 70, 'more female': 30, 'unisex': 22, 'more male': 7, 'male': 2}",,80.1282,55.7692,35.8974,93.5897,79.4872,100.0,543,3.9,"['Pineapple', 'Apple', 'Lemon']","['Jasmine', 'Hiacynth', 'Water Lily', 'Rose']","['Amber', 'Vetiver', 'Sandalwood']"
Narciso Rodriguez for Him Narciso Rodriguez for men,"{'ozonic': 94.5408, 'musky': 86.8497, 'patchouli': 81.5788, 'aquatic': 66.9979, 'powdery': 64.1097, 'woody': 61.5174, 'amber': 58.4249, 'warm spicy': 52.74, 'earthy': 52.1054, 'green': 52.1054}","{'very weak': 76, 'weak': 106, 'moderate': 604, 'long lasting': 975, 'eternal': 216}","{'intimate': 214, 'moderate': 937, 'strong': 848, 'enormous': 288}","{'female': 6, 'more female': 4, 'unisex': 78, 'more male': 203, 'male': 424}","{'way overpriced': 26, 'overpriced': 61, 'ok': 275, 'good value': 213, 'great value': 76}",86.3963,70.1112,21.9097,100.0,72.2041,93.7214,"4,352",4.1,,"['Violet Leaf', 'Musk', 'Patchouli', 'Amber']",
Private Collection Tuberose Gardenia Estée Lauder for women,"{'white floral': 50.055, 'tuberose': 44.267, 'animalic': 44.1316, 'floral': 44.1316}","{'very weak': 21, 'weak': 33, 'moderate': 128, 'long lasting': 239, 'eternal': 197}","{'intimate': 75, 'moderate': 215, 'strong': 288, 'enormous': 182}","{'female': 167, 'more female': 18, 'unisex': 16, 'more male': 0, 'male': 0}","{'way overpriced': 24, 'overpriced': 40, 'ok': 92, 'good value': 22, 'great value': 9}",37.2134,94.709,64.3739,50.4409,100.0,54.321,"2,178",4.22,"['Lilac', 'Neroli', 'Brazilian Rosewood']","['Gardenia', 'Tuberose', 'Jasmine', 'Lily', 'Orange Blossom']","['Bourbon Vanilla', 'Carnation']"
Black Violet Tom Ford for women and men,"{'woody': 94.6501, 'violet': 93.6803, 'citrus': 82.5284, 'mossy': 78.4232, 'powdery': 76.2252, 'fruity': 66.77, 'earthy': 58.9312, 'fresh': 54.147, 'floral': 53.1123, 'sweet': 53.1123}","{'very weak': 11, 'weak': 16, 'moderate': 37, 'long lasting': 97, 'eternal': 46}","{'intimate': 32, 'moderate': 94, 'strong': 104, 'enormous': 91}","{'female': 3, 'more female': 8, 'unisex': 37, 'more male': 6, 'male': 3}","{'way overpriced': 15, 'overpriced': 9, 'ok': 12, 'good value': 4, 'great value': 2}",72.5962,64.4231,35.0962,100.0,65.8654,94.7115,928,4.13,"['Fruity Notes', 'Citruses', 'Bergamot']",['Violet'],"['oak moss', 'Woodsy Notes']"
Green Tea Tropical Elizabeth Arden for women,"{'fruity': 99.765, 'tropical': 74.9083, 'fresh': 64.6891, 'floral': 60.1598, 'green': 48.1179, 'sweet': 45.1903, 'musky': 45.1903}","{'intimate': 86, 'moderate': 71, 'strong': 21, 'enormous': 19}",,"{'female': 37, 'more female': 15, 'unisex': 15, 'more male': 0, 'male': 2}",,4.54545,44.2149,100.0,10.3306,95.0413,5.78512,482,3.67,"['Litchi', 'Passion Flower']","['Green Tea', 'Tea', 'Magnolia']","['Tropical Fruits', 'Musk']"
Hesperides Fresh for women and men,"{'citrus': 48.5588, 'fresh spicy': 46.8235, 'aromatic': 46.8235}","{'intimate': 63, 'moderate': 32, 'strong': 3, 'enormous': 5}",{},"{'female': 10, 'more female': 25, 'unisex': 34, 'more male': 0, 'male': 0}",,9.2437,64.7059,100.0,10.9244,99.1597,5.88235,329,4.23,"['Grapefruit', 'Orange', 'Amalfi Lemon']","['Bergamot', 'Lotus', 'Jasmine']","['Rhuburb', 'Musk', 'Peach']"
Purple Patchouli Tom Ford for women and men,"{'amber': 95.1503, 'woody': 88.7003, 'balsamic': 84.0003, 'patchouli': 67.4999, 'white floral': 65.0999, 'earthy': 57.0001, 'warm spicy': 45.75, 'aromatic': 45.75}","{'very weak': 8, 'weak': 6, 'moderate': 16, 'long lasting': 25, 'eternal': 46}","{'intimate': 16, 'moderate': 29, 'strong': 62, 'enormous': 55}","{'female': 1, 'more female': 2, 'unisex': 24, 'more male': 3, 'male': 1}","{'way overpriced': 7, 'overpriced': 8, 'ok': 9, 'good value': 0, 'great value': 2}",86.5672,46.2687,22.3881,92.5373,56.7164,100.0,305,4.14,,"['Patchouli', 'Peru Balsam', 'Jasmine', 'Amber', 'Vetiver']",
Christina Aguilera Christina Aguilera for women,"{'fruity': 63.9246, 'sweet': 60.8066, 'vanilla': 54.5075, 'floral': 48.2315, 'powdery': 46.1092, 'fresh': 45.9877, 'musky': 44.8285, 'white floral': 44.8285}","{'very weak': 80, 'weak': 181, 'moderate': 412, 'long lasting': 115, 'eternal': 27}","{'intimate': 201, 'moderate': 458, 'strong': 132, 'enormous': 52}","{'female': 280, 'more female': 22, 'unisex': 16, 'more male': 1, 'male': 1}",,54.4421,65.7025,38.3264,61.0537,100.0,47.624,"2,860",3.8,"['Black Currant', 'Exotic Fruits', 'Pineapple', 'Tangerine']","['Plum', 'Peony', 'Jasmine']","['Vanilla', 'White Musk', 'Amber']"
Velvet Gardenia Tom Ford for women and men,"{'white floral': 58.5939, 'amber': 57.8932, 'honey': 53.4057, 'animalic': 50.6529, 'sweet': 50.3527, 'tuberose': 47.6835, 'fruity': 46.2821, 'beeswax': 44.1467, 'lactonic': 44.1467, 'smoky': 44.1467}","{'very weak': 1, 'weak': 12, 'moderate': 22, 'long lasting': 20, 'eternal': 27}","{'intimate': 15, 'moderate': 37, 'strong': 40, 'enormous': 33}","{'female': 6, 'more female': 3, 'unisex': 14, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 5, 'ok': 8, 'good value': 0, 'great value': 0}",63.6364,54.5455,45.4545,96.9697,60.6061,100.0,329,4.11,"['Gardenia', 'Orange']","['Tuberose', 'Beeswax', 'Plum', 'Honey', 'Jasmine', 'Lily-of-the-Valley', 'Rose']","['Incense', 'French labdanum']"
M Mariah Carey for women,"{'amber': 90.5577, 'white floral': 79.9772, 'sweet': 70.5773, 'smoky': 61.7091, 'balsamic': 60.8688, 'warm spicy': 59.8375, 'powdery': 51.1607, 'patchouli': 49.6187, 'marine': 47.7685, 'woody': 47.7685}","{'very weak': 35, 'weak': 77, 'moderate': 287, 'long lasting': 268, 'eternal': 80}","{'intimate': 102, 'moderate': 429, 'strong': 216, 'enormous': 89}","{'female': 234, 'more female': 64, 'unisex': 40, 'more male': 1, 'male': 0}",,93.0518,37.4659,26.2943,78.7466,71.7984,100.0,"2,527",3.86,"['Marshmallow', 'Sea water']","['Tiare Flower', 'Gardenia']","['Incense', 'Amber', 'Patchouli']"
