name,accords,longevity,sillage,gender,price-value,winter,spring,summer,fall,day,night,votes,rating,top notes,middle notes,base notes
Japon Noir Tom Ford for women and men,"{'woody': 98.1897, 'leather': 88.9434, 'patchouli': 88.5583, 'amber': 79.6972, 'earthy': 77.7322, 'animalic': 72.9557, 'aromatic': 71.6069, 'citrus': 68.5248, 'white floral': 59.4714, 'warm spicy': 59.4714}","{'very weak': 17, 'weak': 19, 'moderate': 23, 'long lasting': 66, 'eternal': 40}","{'intimate': 26, 'moderate': 67, 'strong': 80, 'enormous': 69}","{'female': 4, 'more female': 3, 'unisex': 19, 'more male': 18, 'male': 13}","{'way overpriced': 7, 'overpriced': 12, 'ok': 21, 'good value': 1, 'great value': 1}",93.2773,44.5378,19.3277,100.0,67.2269,99.1597,537,4.34,,"['Leather', 'Patchouli', 'Amber', 'Vetiver', 'Bergamot', 'Jasmine']",
Moonlight Path Bath & Body Works for women,"{'powdery': 83.9407, 'musky': 78.1262, 'woody': 77.5826, 'lavender': 69.6663, 'white floral': 67.2253, 'aromatic': 66.2924, 'floral': 65.8925, 'violet': 51.5146, 'fresh': 50.8173, 'earthy': 50.8173}","{'very weak': 15, 'weak': 45, 'moderate': 89, 'long lasting': 49, 'eternal': 6}","{'intimate': 64, 'moderate': 97, 'strong': 37, 'enormous': 17}","{'female': 70, 'more female': 33, 'unisex': 13, 'more male': 0, 'male': 0}",,73.4082,59.5506,37.4532,58.0524,65.1685,100.0,947,3.8,"['Lavender', 'Bergamot']","['Violet', 'Jasmine', 'Lily-of-the-Valley', 'Rose', 'Ylang-Ylang']","['Musk', 'Sandalwood', 'Oakmoss', 'Vetiver', 'Amber', 'Vanilla']"
CH Carolina Herrera for women,"{'woody': 91.7833, 'citrus': 80.3849, 'sweet': 75.111, 'musky': 66.6554, 'warm spicy': 64.4028, 'powdery': 60.5787, 'tropical': 59.0079, 'patchouli': 55.6469, 'leather': 55.3385, 'amber': 55.3385}","{'very weak': 64, 'weak': 131, 'moderate': 438, 'long lasting': 333, 'eternal': 119}","{'intimate': 183, 'moderate': 549, 'strong': 309, 'enormous': 131}","{'female': 195, 'more female': 38, 'unisex': 27, 'more male': 0, 'male': 0}","{'way overpriced': 26, 'overpriced': 64, 'ok': 100, 'good value': 22, 'great value': 3}",79.3134,55.4577,33.2746,87.9401,100.0,75.5282,"4,055",3.84,"['Tropical Fruit', 'Bergamot', 'Amalfi Lemon', 'Grapefruit', 'Water Notes']","['Praline', 'Cinnamon', 'African Orange Flower', 'Jasmine', 'Tincture of Rose']","['Suede', 'Patchouli', 'Cashmere Wood', 'Sandalwood', 'Musk', 'Virginia Cedar', 'Amber']"
Coney Island Bond No 9 for women and men,"{'citrus': 84.9267, 'aromatic': 76.5625, 'fruity': 71.7543, 'sweet': 65.4028, 'woody': 63.0319, 'ozonic': 62.7637, 'fresh': 58.3132, 'aquatic': 57.7762, 'tropical': 53.2587, 'caramel': 53.2587}","{'very weak': 14, 'weak': 17, 'moderate': 59, 'long lasting': 110, 'eternal': 32}","{'intimate': 44, 'moderate': 117, 'strong': 95, 'enormous': 59}","{'female': 2, 'more female': 7, 'unisex': 49, 'more male': 11, 'male': 4}",,4.10448,49.2537,100.0,8.58209,98.8806,20.1493,722,3.71,"['Lime', 'Tequila', 'Melon', 'Guava']","['Caramel', 'Dark Chocolate', 'Cinnamon']","['Cedar', 'Musk', 'Vanilla', 'Sandalwood']"
Vanilla Coconut Lavanila Laboratories for women,"{'vanilla': 71.4965, 'coconut': 61.065, 'sweet': 60.0777, 'powdery': 50.3191, 'white floral': 46.0406, 'lactonic': 46.0406}","{'intimate': 19, 'moderate': 40, 'strong': 30, 'enormous': 8}",,"{'female': 26, 'more female': 9, 'unisex': 4, 'more male': 0, 'male': 0}",,38.0531,38.0531,96.4602,38.0531,100.0,35.3982,384,3.93,['Tiare Flower'],"['Heliotrope', 'Sandalwood']","['Vanilla', 'Coconut']"
Very Sexy (2007) Victoria's Secret for women,"{'floral': 89.0603, 'powdery': 85.948, 'sweet': 79.2016, 'fresh spicy': 78.6458, 'musky': 72.0263, 'fruity': 61.3098, 'coffee': 59.4465, 'citrus': 56.0915, 'woody': 55.4205, 'lactonic': 55.4205}","{'intimate': 20, 'moderate': 85, 'strong': 38, 'enormous': 23}",,"{'female': 33, 'more female': 12, 'unisex': 4, 'more male': 0, 'male': 0}",,59.2437,31.9328,30.6723,65.1261,37.8151,100.0,725,4.01,"['Pepper', 'Cappuccino', 'Clementine', 'Cactus Flower']","['Vanilla Orchid', 'Camellia', 'Hortensia', 'Mimosa']","['Musk', 'Blackberry', 'Woodsy Notes', 'White Amber']"
CK IN2U for Her Calvin Klein for women,"{'citrus': 71.1679, 'aromatic': 69.6634, 'fresh spicy': 59.4918, 'vanilla': 53.0013, 'green': 48.037, 'powdery': 45.8337, 'woody': 44.4131, 'amber': 44.4131}","{'very weak': 178, 'weak': 643, 'moderate': 1450, 'long lasting': 498, 'eternal': 111}","{'intimate': 699, 'moderate': 1691, 'strong': 386, 'enormous': 171}","{'female': 636, 'more female': 493, 'unisex': 683, 'more male': 34, 'male': 20}","{'way overpriced': 23, 'overpriced': 47, 'ok': 384, 'good value': 766, 'great value': 442}",22.0088,67.2544,83.7217,34.8866,100.0,18.4509,"7,117",3.88,"['Pink Grapefruit', 'Sicilian Bergamot', 'Red currant leaf']","['Cactus', 'Orchid']","['Vanilla', 'Red Cedar', 'Amber']"
Sweet Pea Bath & Body Works for women and men,"{'fruity': 80.0571, 'sweet': 54.0001, 'floral': 49.4287, 'musky': 45.0286, 'green': 44.1714, 'aquatic': 44.1714}","{'intimate': 45, 'moderate': 40, 'strong': 6, 'enormous': 2}",,"{'female': 79, 'more female': 12, 'unisex': 5, 'more male': 0, 'male': 0}",,5.37634,100.0,75.2688,7.52688,94.6237,11.828,182,3.77,,"['Raspberry', 'Pear', 'Freesia', 'Musk', 'Pea']",
Flight Of Fancy Anna Sui for women,"{'citrus': 75.1984, 'floral': 53.5803, 'fruity': 49.3614, 'tropical': 48.3583, 'fresh': 44.4449, 'green': 44.1723, 'musky': 44.1723}","{'very weak': 34, 'weak': 52, 'moderate': 75, 'long lasting': 10, 'eternal': 10}","{'intimate': 49, 'moderate': 107, 'strong': 20, 'enormous': 18}","{'female': 64, 'more female': 9, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 8, 'ok': 32, 'good value': 19, 'great value': 8}",8.15603,59.5745,76.5957,16.6667,100.0,13.1206,618,3.99,"['Yuzu', 'Litchi', 'Lemon']","['Magnolia', 'Freesia', 'Rose']","['Musk', 'White Woods', 'Amber']"
Tobacco Vanille Tom Ford for women and men,"{'vanilla': 94.5772, 'sweet': 85.3013, 'tobacco': 70.0135, 'warm spicy': 60.9129, 'fruity': 53.3214, 'woody': 52.6305, 'cacao': 49.5615, 'powdery': 49.5615}","{'very weak': 215, 'weak': 286, 'moderate': 1775, 'long lasting': 4336, 'eternal': 4122}","{'intimate': 530, 'moderate': 2998, 'strong': 5063, 'enormous': 2432}","{'female': 283, 'more female': 437, 'unisex': 3820, 'more male': 2038, 'male': 1394}","{'way overpriced': 2011, 'overpriced': 2764, 'ok': 1771, 'good value': 328, 'great value': 165}",100.0,18.9007,11.8206,82.7237,39.3032,87.168,"22,078",4.23,"['Tobacco Leaf', 'Spicy Notes']","['Vanilla', 'Cacao', 'Tonka Bean', 'Tobacco Blossom']","['Dried Fruits', 'Woody Notes']"
Believe Britney Spears for women,"{'fruity': 97.3557, 'patchouli': 92.3392, 'sweet': 70.4135, 'woody': 70.087, 'yellow floral': 69.2054, 'tropical': 64.7114, 'citrus': 63.6779, 'warm spicy': 61.1641, 'white floral': 56.9422, 'earthy': 56.9422}","{'very weak': 70, 'weak': 144, 'moderate': 464, 'long lasting': 352, 'eternal': 106}","{'intimate': 186, 'moderate': 575, 'strong': 332, 'enormous': 138}","{'female': 192, 'more female': 147, 'unisex': 128, 'more male': 4, 'male': 6}",,24.1621,81.2159,59.47,39.9844,100.0,30.5534,"3,437",3.76,"['Guava', 'Tangerine']","['Lime Blossom', 'Honeysuckle']","['Patchouli', 'Praline', 'Amber']"
Malachite Banana Republic for women,"{'floral': 59.0297, 'tropical': 56.1384, 'fresh': 53.9405, 'woody': 53.3294, 'aquatic': 53.2238, 'fruity': 52.5301, 'powdery': 50.873, 'sweet': 49.5099, 'musky': 46.3364, 'rose': 46.3364}","{'intimate': 69, 'moderate': 189, 'strong': 71, 'enormous': 63}",,"{'female': 46, 'more female': 28, 'unisex': 29, 'more male': 1, 'male': 2}",,30.7692,81.8462,64.3077,58.1538,100.0,29.8462,925,3.78,,"['Water Hyacinth', 'Peony', 'Green Mango', 'Sandalwood', 'Musk', 'Pepper', 'Vanilla']",
Moss Breches Tom Ford for women and men,"{'aromatic': 75.813, 'woody': 57.554, 'herbal': 54.6208, 'beeswax': 53.9391, 'soft spicy': 50.9856, 'fresh spicy': 49.4156, 'patchouli': 48.4861, 'warm spicy': 48.4658, 'honey': 47.5567, 'amber': 47.5567}","{'very weak': 21, 'weak': 14, 'moderate': 24, 'long lasting': 38, 'eternal': 26}","{'intimate': 17, 'moderate': 54, 'strong': 70, 'enormous': 47}","{'female': 2, 'more female': 3, 'unisex': 24, 'more male': 10, 'male': 6}","{'way overpriced': 8, 'overpriced': 7, 'ok': 13, 'good value': 4, 'great value': 2}",60.4938,83.9506,38.2716,100.0,98.7654,69.1358,358,4.27,,"['Beeswax', 'Sage', 'Rosemary', 'Tarragon', 'Patchouli', 'Cedar', 'Benzoin']",
Amber Absolute Tom Ford for women and men,"{'amber': 47.9769, 'smoky': 47.9043, 'woody': 46.9675, 'balsamic': 46.9675}","{'very weak': 34, 'weak': 21, 'moderate': 69, 'long lasting': 141, 'eternal': 277}","{'intimate': 48, 'moderate': 150, 'strong': 234, 'enormous': 266}","{'female': 6, 'more female': 5, 'unisex': 91, 'more male': 49, 'male': 25}","{'way overpriced': 39, 'overpriced': 51, 'ok': 43, 'good value': 7, 'great value': 4}",100.0,20.3747,15.2225,87.5878,49.8829,99.0632,"1,416",4.37,,"['Amber', 'Incense', 'Vanilla', 'Olibanum', 'Labdanum', 'Woody Notes']",
Moonlight Path Bath & Body Works for women,"{'musky': 98.923, 'powdery': 81.1541, 'white floral': 78.4615, 'violet': 59.6156, 'fresh': 59.6156, 'lavender': 56.2501, 'floral': 56.2501}","{'intimate': 11, 'moderate': 35, 'strong': 7, 'enormous': 0}",,"{'female': 26, 'more female': 24, 'unisex': 17, 'more male': 1, 'male': 0}",,82.7586,62.069,44.8276,67.2414,53.4483,100.0,145,3.63,,"['Musk', 'Violet', 'Lavender', 'Lily-of-the-Valley', 'Jasmine']",
L Gwen Stefani for women,"{'floral': 74.3346, 'white floral': 66.3201, 'fruity': 63.8395, 'sweet': 56.4028, 'aquatic': 52.9923, 'fresh': 51.1607, 'green': 46.4905, 'powdery': 45.7755, 'ozonic': 45.7755}",,,"{'female': 65, 'more female': 23, 'unisex': 10, 'more male': 0, 'male': 0}",,18.5542,63.3735,59.2771,33.012,100.0,25.5422,"1,162",3.57,"['Pear', 'Freesia', 'Water Hyacinth', 'Violet Leaf']","['Lily-of-the-Valley', 'Sweet Pea', 'Rose', 'Orange Blossom', 'Jasmine']","['Peach', 'Frangipani', 'Musk', 'Heliotrope']"
Can Can Paris Hilton for women,"{'fruity': 81.3826, 'sweet': 75.3428, 'amber': 67.8582, 'powdery': 66.1543, 'citrus': 60.9549, 'floral': 56.7994, 'woody': 51.5677, 'animalic': 50.4919, 'soft spicy': 49.6702, 'musky': 49.6702}","{'intimate': 140, 'moderate': 432, 'strong': 179, 'enormous': 90}",,"{'female': 277, 'more female': 20, 'unisex': 10, 'more male': 0, 'male': 2}",,49.2806,53.1175,53.4772,47.6019,100.0,41.9664,"2,518",3.9,"['Nectarine', 'Black Currant', 'Clementine']","['Wild Orchid', 'Orange Blossom']","['Amber', 'Musk', 'Woodsy Notes']"
Vanille 44 Paris Le Labo for women and men,"{'vanilla': 87.8987, 'woody': 81.4705, 'smoky': 76.3237, 'amber': 66.2355, 'balsamic': 58.8235, 'citrus': 57.4282, 'powdery': 50.588, 'warm spicy': 48.5295, 'aldehydic': 45.6015, 'sweet': 45.6015}","{'very weak': 38, 'weak': 58, 'moderate': 112, 'long lasting': 66, 'eternal': 14}","{'intimate': 137, 'moderate': 113, 'strong': 55, 'enormous': 45}","{'female': 32, 'more female': 38, 'unisex': 115, 'more male': 8, 'male': 3}","{'way overpriced': 103, 'overpriced': 58, 'ok': 20, 'good value': 2, 'great value': 0}",84.9315,41.5525,28.7671,100.0,89.0411,59.3607,811,4.2,,"['Vanilla', 'Guaiac Wood', 'Incense', 'Aldehydes', 'Mandarin Orange', 'Bergamot']",
Tom Ford for Men Extreme Tom Ford for men,"{'woody': 83.4857, 'earthy': 68.2599, 'patchouli': 59.6711, 'fruity': 49.13, 'warm spicy': 48.5442, 'sweet': 48.4793, 'citrus': 48.4793}","{'intimate': 116, 'moderate': 310, 'strong': 199, 'enormous': 139}",,"{'female': 0, 'more female': 2, 'unisex': 23, 'more male': 34, 'male': 95}",,93.6219,42.1412,18.6788,93.6219,50.3417,100.0,"1,256",4.35,,"['Truffle', 'Patchouli', 'Fig', 'Cedar', 'Lemon']",
Unforgivable Women Sean John for women,"{'woody': 67.8126, 'powdery': 61.6475, 'fruity': 58.6253, 'earthy': 57.9813, 'citrus': 56.8764, 'fresh': 54.1578, 'floral': 54.071, 'white floral': 53.4994, 'aromatic': 53.2572, 'warm spicy': 53.2572}","{'intimate': 40, 'moderate': 98, 'strong': 45, 'enormous': 38}",,"{'female': 29, 'more female': 16, 'unisex': 8, 'more male': 0, 'male': 0}",,58.642,51.2346,43.2099,88.8889,100.0,83.3333,674,3.8,"['Pear', 'Bitter Orange', 'Apple', 'Cassia', 'Grapefruit', 'Neroli', 'Bergamot']","['Jasmine', 'Freesia', 'Orange Blossom', 'Violet', 'Cyclamen', 'Rose', 'Lily-of-the-Valley']","['Sandalwood', 'Patchouli', 'Iris', 'Tonka Bean', 'Cedar', 'Vanilla', 'Amber', 'Oakmoss', 'Vetiver']"
Christian Lacroix Rouge Avon for women,"{'floral': 70.2775, 'warm spicy': 68.9897, 'fresh spicy': 63.4448, 'woody': 60.5631, 'patchouli': 56.1421, 'musky': 53.708, 'fresh': 48.1196, 'citrus': 46.3077, 'fruity': 44.8341, 'balsamic': 44.8341}","{'intimate': 25, 'moderate': 117, 'strong': 103, 'enormous': 47}",,"{'female': 51, 'more female': 12, 'unisex': 6, 'more male': 0, 'male': 2}",,88.0952,25.6614,13.7566,80.9524,57.1429,100.0,"1,120",3.65,"['White Pepper', 'Red Peony', 'Orange']","['Carnation', 'Lotus', 'Osmanthus', 'Tulip', 'Japanese Plum', 'Water Lily']","['Patchouli', 'Cashmere Wood', 'Musk']"
St. Barts Men Tommy Bahama for men,"{'citrus': 94.7055, 'aromatic': 93.3821, 'green': 79.5599, 'salty': 77.9057, 'marine': 50.9999, 'conifer': 48.8999, 'sweet': 46.9657, 'fresh': 46.4185, 'alcohol': 46.4185, 'vanilla': 46.4185}","{'very weak': 117, 'weak': 269, 'moderate': 458, 'long lasting': 63, 'eternal': 21}","{'intimate': 275, 'moderate': 551, 'strong': 106, 'enormous': 85}","{'female': 5, 'more female': 1, 'unisex': 134, 'more male': 233, 'male': 158}",,2.62391,50.9232,100.0,5.92809,93.1001,16.5209,"1,755",4.18,"['Lime', 'Tequila', 'Sea Notes', 'Agave']","['Salt', 'Guava', 'Green Notes']","['Palm Leaf', 'Vanille', 'Musk']"
Noir de Noir Tom Ford for women and men,"{'earthy': 91.7946, 'rose': 75.7182, 'patchouli': 74.4125, 'warm spicy': 64.4601, 'vanilla': 62.4669, 'woody': 60.0731, 'oud': 55.3087, 'floral': 48.8842, 'balsamic': 46.786, 'mossy': 46.786}","{'very weak': 124, 'weak': 191, 'moderate': 774, 'long lasting': 1354, 'eternal': 476}","{'intimate': 343, 'moderate': 1302, 'strong': 1331, 'enormous': 585}","{'female': 159, 'more female': 313, 'unisex': 1024, 'more male': 166, 'male': 110}","{'way overpriced': 363, 'overpriced': 607, 'ok': 420, 'good value': 61, 'great value': 35}",95.0775,29.8062,15.814,90.9302,38.5659,100.0,"7,441",4.32,['Saffron'],"['Black Rose', 'Truffle', 'Floral Notes']","['Patchouli', 'Vanilla', 'Agarwood (Oud)', 'Oakmoss']"
Polo Explorer Ralph Lauren for men,"{'woody': 88.2698, 'citrus': 71.6267, 'aromatic': 58.5635, 'leather': 56.2975, 'powdery': 54.7552, 'amber': 49.2328, 'animalic': 45.9958, 'soft spicy': 45.9958, 'warm spicy': 45.9958}","{'very weak': 10, 'weak': 23, 'moderate': 108, 'long lasting': 59, 'eternal': 11}","{'intimate': 30, 'moderate': 131, 'strong': 50, 'enormous': 21}","{'female': 2, 'more female': 0, 'unisex': 5, 'more male': 10, 'male': 59}","{'way overpriced': 4, 'overpriced': 18, 'ok': 22, 'good value': 18, 'great value': 4}",57.767,66.0194,46.1165,83.4951,100.0,47.5728,510,4.04,"['Mandarin Orange', 'Bergamot']","['Leather', 'Coriander']","['Sandalwood', 'Mahogany', 'Amber']"
Vanilla Grapefruit Lavanila Laboratories for women,"{'citrus': 81.6604, 'vanilla': 50.4963, 'fresh spicy': 47.3838, 'powdery': 44.1033, 'sweet': 44.1033}","{'intimate': 17, 'moderate': 72, 'strong': 18, 'enormous': 10}",,"{'female': 21, 'more female': 18, 'unisex': 5, 'more male': 3, 'male': 0}",,31.3725,73.2026,77.7778,54.902,100.0,28.1046,448,4.06,,"['Madagascar Vanilla', 'Grapefruit', 'Lime', 'Bergamot', 'Cedar']",
Covet Sarah Jessica Parker for women,"{'aromatic': 92.174, 'citrus': 85.1858, 'lavender': 70.5931, 'chocolate': 69.523, 'woody': 68.258, 'white floral': 59.9764, 'musky': 58.5685, 'floral': 56.623, 'fresh spicy': 55.3711, 'warm spicy': 55.3711}","{'very weak': 80, 'weak': 136, 'moderate': 476, 'long lasting': 311, 'eternal': 89}","{'intimate': 220, 'moderate': 683, 'strong': 245, 'enormous': 144}","{'female': 172, 'more female': 123, 'unisex': 124, 'more male': 2, 'male': 2}",,41.3007,77.1959,44.7635,74.2399,100.0,36.0642,"3,810",3.71,"['Sicilian Lemon', 'Lavender', 'Dark Chocolate', 'Pelargonium Leaf']","['Lily-of-the-Valley', 'Honeysuckle', 'Magnolia']","['Musk', 'Cashmere Wood', 'Teak Wood', 'Vetiver', 'Amber']"
Blue Seduction Antonio Banderas for men,"{'aromatic': 87.153, 'fruity': 85.9773, 'marine': 84.2268, 'aquatic': 72.444, 'fresh spicy': 71.2699, 'green': 70.7794, 'ozonic': 65.7041, 'fresh': 61.1216, 'citrus': 52.391, 'salty': 52.391}","{'very weak': 200, 'weak': 615, 'moderate': 1356, 'long lasting': 244, 'eternal': 64}","{'intimate': 699, 'moderate': 1521, 'strong': 227, 'enormous': 122}","{'female': 12, 'more female': 6, 'unisex': 224, 'more male': 532, 'male': 777}","{'way overpriced': 32, 'overpriced': 21, 'ok': 183, 'good value': 479, 'great value': 800}",9.44167,70.4494,100.0,20.7898,98.2297,20.6537,"3,737",4.06,"['Melon', 'Bergamot', 'Mint', 'Black Currant']","['Sea water', 'Green Apple', 'Cappuccino', 'Cardamom', 'Nutmeg']","['Amber', 'Woodsy Notes']"
Pleasures Delight Estée Lauder for women,"{'sweet': 63.4454, 'fruity': 62.2128, 'vanilla': 57.3547, 'patchouli': 56.3144, 'powdery': 55.7872, 'caramel': 55.7018, 'woody': 51.7589, 'floral': 44.7279, 'rose': 44.012, 'balsamic': 44.012}","{'very weak': 11, 'weak': 20, 'moderate': 58, 'long lasting': 96, 'eternal': 35}","{'intimate': 20, 'moderate': 101, 'strong': 93, 'enormous': 51}","{'female': 33, 'more female': 2, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 4, 'ok': 17, 'good value': 9, 'great value': 2}",59.1592,65.1652,45.045,62.4625,100.0,44.7447,"1,089",3.83,"['Strawberry', 'Pomegranate', 'Freesia', 'Green Notes']","['Peony', 'Lily', 'Heliotrope', 'Lily-of-the-Valley']","['Marshmallow', 'Patchouli', 'Caramel', 'Vanilla', 'Sugar', 'Rose']"
Daisy Marc Jacobs for women,"{'white floral': 98.103, 'ozonic': 84.3414, 'powdery': 81.0969, 'violet': 80.8863, 'citrus': 80.1815, 'aquatic': 70.1268, 'fruity': 63.658, 'sweet': 60.449, 'woody': 59.1985, 'musky': 59.1985}","{'very weak': 367, 'weak': 826, 'moderate': 1716, 'long lasting': 346, 'eternal': 107}","{'intimate': 1188, 'moderate': 1696, 'strong': 385, 'enormous': 196}","{'female': 1614, 'more female': 233, 'unisex': 60, 'more male': 5, 'male': 1}","{'way overpriced': 85, 'overpriced': 372, 'ok': 861, 'good value': 332, 'great value': 43}",9.14325,89.1064,70.0599,17.0889,100.0,10.8706,"11,689",3.8,"['Violet Leaf', 'Blood Grapefruit', 'Strawberry']","['Violet', 'Gardenia', 'Jasmine']","['Musk', 'White Woods', 'Vanilla']"
Set Sail St. Barts for Women Tommy Bahama for women,"{'citrus': 83.2779, 'aromatic': 81.3333, 'sand': 67.3333, 'woody': 60.3333, 'floral': 51.7779, 'musky': 51.0, 'conifer': 50.5333, 'mineral': 49.8333, 'alcohol': 46.1779, 'sweet': 46.1779}","{'intimate': 22, 'moderate': 44, 'strong': 16, 'enormous': 16}",,"{'female': 8, 'more female': 13, 'unisex': 20, 'more male': 3, 'male': 0}",,2.72727,41.8182,100.0,6.36364,95.4545,16.3636,241,4.04,"['Lime', 'Tequila']",['Floral Notes'],"['Sand', 'Guaiac Wood', 'Musk']"
Cat Deluxe At Night Naomi Campbell for women,"{'fruity': 64.2488, 'floral': 54.2961, 'tropical': 51.8386, 'fresh': 46.015, 'sweet': 44.1747, 'woody': 44.1747}","{'intimate': 63, 'moderate': 138, 'strong': 34, 'enormous': 17}",,"{'female': 66, 'more female': 4, 'unisex': 1, 'more male': 0, 'male': 0}",,47.2131,62.623,68.8525,50.8197,67.8689,100.0,928,3.9,"['Black Currant', 'Tropical Fruit', 'Pear', 'Pitahaya']","['Peony', 'Floral Notes', 'Cyclamen']","['Raspberry', 'Cotton Flower', 'Amber', 'Woodsy Notes']"
Sweet Pea Bath & Body Works for women,"{'floral': 83.6121, 'sweet': 81.944, 'fruity': 44.9902, 'fresh': 44.9902}","{'intimate': 44, 'moderate': 99, 'strong': 16, 'enormous': 10}",,"{'female': 69, 'more female': 9, 'unisex': 2, 'more male': 0, 'male': 0}",,10.9677,96.129,57.0968,12.5806,100.0,11.2903,788,3.84,"['Sweet Pea', 'Pear', 'Tayberry', 'Black Currant']","['Raspberry', 'Freesia', 'Pink Peony']","['Plum Tree', 'Musk']"
Cleopatra Tocca for women,"{'musky': 99.5104, 'fruity': 93.4732, 'white floral': 80.7457, 'patchouli': 79.127, 'green': 78.5918, 'powdery': 76.846, 'woody': 69.6505, 'citrus': 62.9031, 'animalic': 61.2473, 'aromatic': 61.2473}","{'very weak': 24, 'weak': 69, 'moderate': 231, 'long lasting': 108, 'eternal': 32}","{'intimate': 90, 'moderate': 285, 'strong': 102, 'enormous': 46}","{'female': 203, 'more female': 76, 'unisex': 16, 'more male': 1, 'male': 0}",,46.7662,84.5771,55.7214,74.6269,100.0,69.9005,"1,645",3.75,"['Grapefruit', 'Black Currant', 'Green Notes', 'Cassis']","['Jasmine', 'Peach', 'Tuberose']","['Musk', 'Patchouli', 'Amber', 'Vanilla']"
Clean Warm Cotton Clean for women,"{'citrus': 83.5446, 'aromatic': 77.7307, 'marine': 59.4208, 'musky': 51.8937, 'fresh spicy': 49.0922, 'salty': 48.8575, 'fresh': 46.7449, 'white floral': 45.7902, 'powdery': 44.5541, 'sweet': 44.5541}","{'very weak': 27, 'weak': 106, 'moderate': 274, 'long lasting': 93, 'eternal': 36}","{'intimate': 123, 'moderate': 283, 'strong': 125, 'enormous': 62}","{'female': 32, 'more female': 52, 'unisex': 259, 'more male': 7, 'male': 2}",,32.2476,67.7524,74.2671,32.2476,100.0,11.5635,"1,600",3.63,"['Citruses', 'Lemon Verbena']","['Sea Notes', 'Orange Blossom', 'Fruits']","['Musk', 'Fern', 'Amber']"
Black Orchid Voile de Fleur Tom Ford for women,"{'fruity': 99.9004, 'white floral': 80.8037, 'sweet': 80.2114, 'lactonic': 69.0742, 'woody': 56.3913, 'warm spicy': 53.403, 'floral': 51.983, 'yellow floral': 49.9307, 'powdery': 47.1672, 'soft spicy': 47.1672}","{'very weak': 27, 'weak': 30, 'moderate': 104, 'long lasting': 105, 'eternal': 99}","{'intimate': 41, 'moderate': 166, 'strong': 139, 'enormous': 106}","{'female': 19, 'more female': 14, 'unisex': 12, 'more male': 2, 'male': 3}","{'way overpriced': 4, 'overpriced': 8, 'ok': 21, 'good value': 1, 'great value': 1}",81.3953,39.3023,26.2791,79.0698,66.2791,100.0,"1,718",4.14,"['Ylang-Ylang', 'Black Currant']","['Gardenia', 'Plum', 'Orchid', 'Lily', 'Pepper', 'Honeysuckle']","['Milk', 'Fruity Notes', 'Resins', 'Vanilla', 'Patchouli', 'Sandalwood', 'Cinnamon']"
